region_id,month,gini_index,unemployment_rate,inflation_rate,media_sentiment_index,rainfall_deviation,policy_instability_index,prior_unrest_count,population_density,food_price_index,fuel_subsidy_cut,gov_approval,neighbor_unrest_prev,unrest_event
R1,2023-06-01,0.484,7.66,1.42,0.329,0.67,0,0.24,179.3,94.6,0,0.18,1,0
R2,2023-06-01,0.511,3.59,2.35,0.169,0.77,0,0.0,268.1,93.7,0,0.39,0,0
R3,2023-06-01,0.553,10.91,0.87,-0.064,1.47,0,1.34,490.5,104.7,0,0.0,1,0
R4,2023-06-01,0.296,9.38,2.68,-0.645,0.18,1,0.0,363.2,105.1,0,0.16,1,0
R5,2023-06-01,0.397,8.05,4.56,-0.091,-1.14,0,0.24,405.1,95.1,1,0.0,1,0
R6,2023-06-01,0.539,16.59,-0.01,0.24,-0.2,0,0.0,219.9,105.9,0,0.0,0,0
R7,2023-06-01,0.417,12.9,2.95,0.113,-2.67,1,0.49,260.6,102.6,0,0.0,2,0
R8,2023-06-01,0.445,4.6,3.91,-0.19,0.02,0,0.0,473.5,106.1,0,0.27,0,0
R9,2023-06-01,0.466,14.42,1.82,0.515,0.85,0,0.73,271.7,98.9,0,0.0,0,0
R10,2023-06-01,0.396,12.4,2.92,0.125,1.76,0,0.58,339.7,103.5,0,0.1,1,1
R11,2023-06-01,0.466,10.04,2.97,0.377,-2.21,2,0.0,127.7,88.1,0,0.0,0,0
R12,2023-06-01,0.539,3.63,1.25,-0.108,-0.67,0,0.0,241.0,103.4,0,0.32,2,0
R13,2023-06-01,0.47,9.0,2.2,-0.159,-1.26,0,0.94,203.3,105.7,0,0.0,0,0
R14,2023-06-01,0.399,5.2,1.83,0.124,2.73,0,0.0,211.5,101.6,0,0.56,0,0
R15,2023-06-01,0.482,8.31,3.35,0.38,0.7,0,0.0,50.2,95.4,0,0.16,0,0
R16,2023-06-01,0.533,14.8,1.04,0.136,-1.65,0,1.7,70.2,98.5,0,0.0,0,0
R17,2023-06-01,0.381,5.67,2.66,-0.619,-2.09,1,0.7,82.3,92.5,1,0.0,1,0
R18,2023-06-01,0.42,13.05,2.17,0.588,-0.38,2,2.19,349.2,100.8,0,0.0,2,0
R19,2023-06-01,0.524,9.73,1.43,-0.098,0.8,2,0.0,435.7,96.9,0,0.0,0,0
R20,2023-06-01,0.54,7.96,1.32,-0.379,2.33,0,0.7,455.6,102.9,0,0.07,0,0
R21,2023-06-01,0.458,4.22,3.47,-0.061,0.9,0,0.83,69.5,100.5,0,0.37,0,0
R22,2023-06-01,0.26,11.2,1.99,0.899,-0.36,3,1.04,181.7,103.7,0,0.0,0,1
R23,2023-06-01,0.444,9.53,2.35,0.127,0.06,0,1.49,345.5,100.5,0,0.08,1,0
R24,2023-06-01,0.533,13.63,2.1,0.059,1.24,1,0.7,462.1,97.7,0,0.0,2,0
R25,2023-06-01,0.332,9.74,1.91,0.029,-0.07,2,0.0,432.6,102.2,0,0.21,1,0
R26,2023-06-01,0.321,5.82,2.66,-0.037,-0.82,0,0.7,298.9,104.8,0,0.42,0,1
R27,2023-06-01,0.336,6.25,3.19,0.277,-0.61,1,0.0,257.1,104.5,0,0.33,1,0
R28,2023-06-01,0.462,13.87,1.78,-0.524,-1.4,0,0.49,364.3,97.8,0,0.0,2,0
R29,2023-06-01,0.379,6.26,3.87,0.245,-0.64,0,0.0,417.6,98.3,0,0.39,1,1
R30,2023-06-01,0.483,9.65,2.49,-0.417,-0.42,0,0.0,210.4,104.4,0,0.03,1,0
R31,2023-06-01,0.253,13.65,0.6,-0.489,-0.11,0,0.0,305.1,90.7,0,0.0,1,0
R32,2023-06-01,0.276,12.09,2.32,-0.027,-0.2,0,0.24,471.5,102.9,0,0.06,0,0
R33,2023-06-01,0.439,10.59,-0.07,0.325,0.01,0,1.0,54.6,101.0,0,0.12,1,1
R34,2023-06-01,0.498,3.52,1.93,-0.006,-1.43,0,0.83,495.2,102.0,0,0.44,1,0
R35,2023-06-01,0.358,6.47,-0.43,0.555,-0.27,1,0.0,390.9,102.6,0,0.26,2,1
R36,2023-06-01,0.458,11.18,3.13,-0.57,0.78,0,0.7,266.7,102.4,0,0.0,1,0
R37,2023-06-01,0.547,5.4,0.43,-0.072,-1.65,0,1.34,402.7,105.7,0,0.18,1,0
R38,2023-06-01,0.553,9.7,2.31,0.084,-0.58,0,0.34,272.9,105.7,0,0.0,3,0
R39,2023-06-01,0.349,13.64,1.47,0.989,1.59,0,0.49,498.9,92.6,0,0.0,0,1
R40,2023-06-01,0.255,11.39,1.57,0.421,-1.23,0,0.0,245.8,93.7,0,0.34,0,0
R41,2023-06-01,0.52,11.75,1.43,-0.334,0.65,3,0.7,295.8,90.8,0,0.0,2,0
R42,2023-06-01,0.337,8.35,2.28,-0.554,-0.14,0,0.0,482.9,100.7,0,0.11,1,0
R43,2023-06-01,0.538,10.5,3.3,-0.715,1.01,0,0.0,473.2,103.8,0,0.0,3,0
R44,2023-06-01,0.511,8.8,2.37,0.29,0.66,0,0.0,127.8,96.3,1,0.0,0,1
R45,2023-06-01,0.488,6.75,1.92,0.34,0.07,1,0.0,135.8,90.6,0,0.06,1,0
R46,2023-06-01,0.543,13.52,2.62,0.161,0.53,0,0.0,194.5,99.1,1,0.0,0,0
R47,2023-06-01,0.427,6.95,-0.7,-0.095,0.16,0,0.0,277.3,94.2,0,0.29,1,0
R48,2023-06-01,0.293,7.61,3.28,-0.439,0.92,0,0.0,443.1,95.2,0,0.3,0,0
R49,2023-06-01,0.257,10.16,1.83,0.3,0.41,0,1.28,232.0,103.2,0,0.37,0,0
R50,2023-06-01,0.373,14.4,2.22,0.249,-0.04,2,2.19,113.0,106.3,1,0.0,2,1
R1,2023-07-01,0.432,6.83,1.59,0.313,0.83,0,0.17,301.6,97.4,0,0.31,1,0
R2,2023-07-01,0.468,3.37,2.0,0.224,0.2,0,0.0,257.3,91.3,0,0.45,0,0
R3,2023-07-01,0.505,7.55,0.87,-0.53,-0.76,0,0.94,481.9,97.5,0,0.07,1,0
R4,2023-07-01,0.276,8.56,-0.29,0.892,-1.11,2,0.0,412.4,88.0,0,0.04,2,0
R5,2023-07-01,0.356,10.14,2.88,-0.595,0.79,2,0.17,492.2,100.3,1,0.0,0,1
R6,2023-07-01,0.56,14.08,1.13,0.646,0.18,0,0.0,367.9,89.7,0,0.0,0,0
R7,2023-07-01,0.369,14.13,2.19,-0.162,1.22,0,0.34,58.8,91.6,0,0.06,1,0
R8,2023-07-01,0.464,4.9,2.17,0.658,0.56,0,0.0,498.9,98.6,0,0.41,1,0
R9,2023-07-01,0.445,13.25,0.01,-0.035,-1.96,0,0.51,271.7,89.7,0,0.0,0,1
R10,2023-07-01,0.372,11.44,2.64,0.424,1.33,0,1.41,428.3,99.3,0,0.0,1,0
R11,2023-07-01,0.474,7.89,0.58,0.627,0.31,2,0.0,328.0,97.6,0,0.0,0,0
R12,2023-07-01,0.561,4.58,2.47,-0.387,-2.28,0,0.0,403.0,96.4,0,0.21,3,0
R13,2023-07-01,0.441,4.89,0.71,0.005,-0.49,3,0.66,448.5,95.4,0,0.0,1,0
R14,2023-07-01,0.333,4.58,0.52,-0.064,-0.76,0,0.0,210.8,86.9,0,0.35,1,0
R15,2023-07-01,0.428,7.33,1.56,0.492,-0.31,1,0.0,313.7,92.4,0,0.2,1,0
R16,2023-07-01,0.488,10.8,0.26,0.284,-1.63,0,1.19,64.7,99.0,0,0.16,0,0
R17,2023-07-01,0.391,3.59,3.17,-0.392,-1.86,0,0.49,217.5,97.4,1,0.0,0,0
R18,2023-07-01,0.395,11.61,3.0,-0.196,-0.71,2,1.53,387.4,92.5,0,0.0,1,0
R19,2023-07-01,0.484,9.34,-0.37,-0.341,0.18,3,0.0,485.3,87.9,0,0.0,0,1
R20,2023-07-01,0.521,8.19,0.9,0.195,0.17,2,0.49,281.4,92.3,0,0.24,0,0
R21,2023-07-01,0.424,4.58,1.83,0.602,-0.73,3,0.58,168.0,97.9,0,0.01,1,1
R22,2023-07-01,0.257,8.73,0.9,-0.223,0.97,1,1.73,369.7,107.1,0,0.11,0,0
R23,2023-07-01,0.413,6.95,0.74,0.504,-0.95,0,1.04,335.0,90.1,0,0.36,3,0
R24,2023-07-01,0.451,15.07,1.13,-0.485,0.07,0,0.49,404.0,98.3,0,0.0,1,0
R25,2023-07-01,0.327,9.0,1.59,-0.554,0.08,0,0.0,453.7,97.7,0,0.48,1,0
R26,2023-07-01,0.29,6.08,3.32,0.725,0.17,0,1.49,485.6,95.2,0,0.39,0,0
R27,2023-07-01,0.271,8.31,1.08,0.138,-0.2,0,0.0,359.3,94.6,0,0.39,2,1
R28,2023-07-01,0.377,14.5,1.1,0.172,-0.96,2,0.34,334.4,99.7,0,0.0,0,0
R29,2023-07-01,0.378,5.65,2.29,0.338,0.77,0,1.0,316.8,102.9,0,0.47,0,0
R30,2023-07-01,0.461,10.75,2.38,-0.218,-1.89,0,0.0,282.1,95.2,0,0.03,2,0
R31,2023-07-01,0.245,12.42,1.17,-0.964,1.32,0,0.0,310.7,94.2,0,0.0,2,0
R32,2023-07-01,0.229,8.64,0.76,0.197,0.66,2,0.17,192.0,89.2,0,0.01,0,0
R33,2023-07-01,0.402,11.24,-0.51,0.275,0.89,0,1.7,98.3,98.8,0,0.2,2,0
R34,2023-07-01,0.508,3.46,3.67,0.304,-0.1,0,0.58,238.6,93.7,0,0.4,1,0
R35,2023-07-01,0.304,8.08,0.37,0.417,1.84,0,1.0,199.2,88.4,0,0.38,1,0
R36,2023-07-01,0.454,9.41,1.05,-0.617,1.34,1,0.49,252.7,85.9,0,0.0,2,0
R37,2023-07-01,0.514,4.65,1.77,0.279,-1.45,0,0.94,60.5,93.7,0,0.27,0,0
R38,2023-07-01,0.482,8.96,1.36,0.297,-1.19,0,0.24,60.5,94.4,0,0.11,0,0
R39,2023-07-01,0.335,14.43,2.29,-0.292,0.06,1,1.34,396.8,93.8,0,0.0,0,0
R40,2023-07-01,0.266,9.61,1.3,-0.029,-0.9,0,0.0,268.6,96.0,0,0.38,0,0
R41,2023-07-01,0.505,11.17,3.4,0.121,-1.25,1,0.49,185.5,101.6,1,0.0,2,0
R42,2023-07-01,0.35,5.73,1.07,0.499,2.59,2,0.0,454.7,94.0,0,0.25,0,0
R43,2023-07-01,0.461,11.01,2.03,0.562,0.3,0,0.0,457.1,98.0,0,0.0,0,0
R44,2023-07-01,0.466,8.17,0.66,0.348,0.58,0,1.0,228.2,100.2,0,0.04,0,0
R45,2023-07-01,0.499,5.94,1.76,0.121,0.75,1,0.0,267.3,91.6,0,0.0,0,0
R46,2023-07-01,0.485,12.81,3.32,0.605,-0.19,2,0.0,405.6,105.4,0,0.0,1,1
R47,2023-07-01,0.402,5.84,3.29,0.208,0.77,0,0.0,183.7,106.7,0,0.33,1,0
R48,2023-07-01,0.248,6.23,0.6,-0.0,0.4,0,0.0,69.2,97.8,0,0.28,0,0
R49,2023-07-01,0.237,8.53,3.32,0.213,-0.11,0,0.9,70.3,99.4,0,0.56,2,0
R50,2023-07-01,0.385,11.04,1.17,0.255,1.01,0,2.53,283.3,98.9,0,0.11,0,1
R1,2023-08-01,0.437,5.88,0.9,0.425,0.35,0,0.12,432.1,93.8,0,0.37,3,1
R2,2023-08-01,0.457,2.93,0.63,-0.933,-2.17,0,0.0,441.7,83.0,0,0.4,1,0
R3,2023-08-01,0.531,7.82,0.53,-0.572,0.97,2,0.66,367.8,103.8,0,0.0,0,0
R4,2023-08-01,0.277,7.49,0.93,-0.031,-1.13,0,0.0,130.1,88.0,0,0.44,1,0
R5,2023-08-01,0.351,8.62,1.28,0.648,-0.29,3,1.12,204.2,88.0,0,0.06,1,0
R6,2023-08-01,0.509,12.67,0.06,0.374,0.25,0,0.0,132.0,86.5,0,0.0,0,0
R7,2023-08-01,0.347,13.07,-1.05,-0.361,0.28,1,0.24,174.6,83.7,0,0.08,2,0
R8,2023-08-01,0.413,2.29,-0.5,0.267,-1.04,0,0.0,263.5,95.6,0,0.47,0,0
R9,2023-08-01,0.378,12.22,0.37,0.01,0.61,1,1.36,244.9,91.0,0,0.0,1,1
R10,2023-08-01,0.327,10.95,0.88,-0.322,-0.14,0,0.99,276.8,85.3,0,0.19,1,1
R11,2023-08-01,0.445,8.59,-0.47,-0.212,-0.07,0,0.0,216.2,99.5,0,0.12,1,1
R12,2023-08-01,0.507,3.72,0.93,0.523,-1.0,1,0.0,233.7,97.3,0,0.36,1,0
R13,2023-08-01,0.442,3.94,-0.39,-0.115,-1.27,0,0.46,432.8,82.3,0,0.29,1,0
R14,2023-08-01,0.305,3.94,0.27,0.035,-0.98,1,0.0,236.7,88.9,0,0.48,1,0
R15,2023-08-01,0.44,7.69,0.4,0.159,-0.64,0,0.0,218.1,91.2,0,0.38,2,0
R16,2023-08-01,0.513,10.91,0.88,1.0,-0.95,2,0.83,98.2,95.8,0,0.0,0,0
R17,2023-08-01,0.329,4.61,-0.08,0.856,-1.01,0,0.34,423.8,91.4,1,0.0,0,0
R18,2023-08-01,0.366,12.89,0.21,-0.145,0.12,1,1.07,82.2,95.2,0,0.0,1,0
R19,2023-08-01,0.455,8.56,0.85,0.189,-0.16,0,1.0,195.0,91.7,0,0.01,0,0
R20,2023-08-01,0.485,8.13,-0.25,0.134,-0.06,0,0.34,257.3,98.9,0,0.08,0,1
R21,2023-08-01,0.415,2.82,1.44,0.292,0.4,1,1.41,375.3,95.0,0,0.47,1,0
R22,2023-08-01,0.218,9.55,0.35,-0.02,0.87,0,1.21,316.5,93.0,0,0.34,0,0
R23,2023-08-01,0.405,8.45,0.79,-0.19,1.77,0,0.73,111.7,90.6,0,0.15,2,0
R24,2023-08-01,0.472,10.15,-0.92,0.671,0.32,0,0.34,240.7,85.4,0,0.0,0,0
R25,2023-08-01,0.28,7.28,0.94,0.601,-0.93,2,0.0,97.0,94.1,0,0.25,0,0
R26,2023-08-01,0.281,3.09,1.79,0.955,-0.6,0,1.04,227.2,86.7,0,0.57,0,0
R27,2023-08-01,0.305,6.24,0.83,0.074,0.51,0,1.0,323.2,95.0,1,0.0,1,0
R28,2023-08-01,0.382,14.14,-0.79,-0.031,0.12,1,0.24,94.0,93.1,0,0.0,1,0
R29,2023-08-01,0.357,5.07,0.64,0.492,1.14,0,0.7,373.6,98.2,0,0.26,0,0
R30,2023-08-01,0.444,8.89,-0.02,0.691,0.52,0,0.0,180.5,92.0,0,0.05,1,0
R31,2023-08-01,0.263,9.98,0.87,-0.348,0.52,3,0.0,138.6,91.9,0,0.01,1,0
R32,2023-08-01,0.196,10.72,1.57,0.183,-0.71,0,0.12,291.7,92.0,0,0.17,0,0
R33,2023-08-01,0.373,10.24,0.65,0.445,1.09,2,1.19,460.6,86.9,0,0.1,0,0
R34,2023-08-01,0.482,3.56,0.24,0.006,-0.17,0,0.41,86.5,92.0,0,0.37,0,0
R35,2023-08-01,0.322,6.56,0.81,0.509,1.23,0,0.7,96.8,103.2,0,0.51,1,0
R36,2023-08-01,0.399,7.93,-0.36,0.405,-0.82,2,0.34,253.7,89.3,0,0.01,1,0
R37,2023-08-01,0.495,1.11,2.24,0.651,-0.07,0,0.66,291.0,89.1,0,0.52,0,0
R38,2023-08-01,0.489,7.12,0.86,-0.087,0.43,0,0.17,207.0,96.9,0,0.12,0,0
R39,2023-08-01,0.314,12.93,1.26,-0.239,-0.65,2,0.94,157.2,86.1,0,0.0,1,1
R40,2023-08-01,0.208,8.78,-1.17,0.677,0.53,0,0.0,490.1,89.6,0,0.37,2,0
R41,2023-08-01,0.479,9.62,0.94,0.646,1.26,1,0.34,408.8,90.7,0,0.0,1,0
R42,2023-08-01,0.303,6.58,0.29,0.167,-0.2,1,0.0,478.6,94.3,0,0.31,0,0
R43,2023-08-01,0.484,10.44,-0.02,-0.386,-0.38,0,0.0,222.1,85.2,0,0.0,1,0
R44,2023-08-01,0.45,8.73,0.03,-0.252,1.73,1,0.7,52.2,96.4,0,0.0,0,0
R45,2023-08-01,0.477,4.8,2.08,0.315,0.96,3,0.0,82.0,90.2,0,0.0,1,1
R46,2023-08-01,0.483,10.83,0.43,-0.092,-2.84,1,1.0,213.8,96.7,0,0.01,1,0
R47,2023-08-01,0.375,4.57,0.7,-0.069,1.16,0,0.0,53.3,87.7,0,0.37,0,0
R48,2023-08-01,0.214,4.6,-0.77,0.139,1.11,1,0.0,434.5,89.6,0,0.49,0,0
R49,2023-08-01,0.249,7.32,1.9,0.385,-0.16,2,0.63,260.7,91.1,0,0.22,1,0
R50,2023-08-01,0.333,10.17,-0.23,0.257,-1.98,2,2.77,249.7,87.2,0,0.07,1,0
R1,2023-09-01,0.425,5.22,0.42,0.161,0.32,0,1.08,105.6,81.6,0,0.4,2,0
R2,2023-09-01,0.436,3.15,1.42,0.227,0.99,0,0.0,58.8,87.0,0,0.47,0,0
R3,2023-09-01,0.487,6.56,0.9,-0.066,0.59,0,0.46,469.9,79.1,0,0.35,1,0
R4,2023-09-01,0.274,6.93,0.22,0.051,-0.76,0,0.0,267.4,88.7,0,0.23,0,0
R5,2023-09-01,0.308,8.81,0.75,-0.074,-1.17,3,0.78,199.7,83.7,0,0.0,0,0
R6,2023-09-01,0.517,13.42,-0.12,-0.085,1.75,1,0.0,367.9,84.9,0,0.0,0,0
R7,2023-09-01,0.347,11.48,3.54,-0.039,0.4,0,0.17,157.5,92.3,0,0.0,0,0
R8,2023-09-01,0.412,1.92,1.47,0.642,3.17,0,0.0,146.6,87.0,0,0.41,1,0
R9,2023-09-01,0.372,12.41,-0.26,0.799,-1.41,0,1.95,183.2,83.8,0,0.1,1,0
R10,2023-09-01,0.386,7.91,1.13,0.133,-1.03,2,1.69,298.1,87.3,0,0.02,0,0
R11,2023-09-01,0.455,6.15,0.53,0.735,-0.52,0,1.0,124.8,91.9,0,0.22,1,0
R12,2023-09-01,0.477,3.99,-1.05,0.486,0.88,1,0.0,95.8,89.5,0,0.32,1,0
R13,2023-09-01,0.433,4.9,1.4,0.656,0.14,0,0.32,238.9,89.8,0,0.29,1,0
R14,2023-09-01,0.34,1.71,0.4,-0.696,2.19,0,0.0,159.7,89.8,0,0.63,4,0
R15,2023-09-01,0.419,6.99,1.12,-0.004,0.52,0,0.0,454.8,90.3,0,0.27,0,0
R16,2023-09-01,0.505,10.54,0.85,0.265,1.05,0,0.58,488.1,92.5,0,0.0,1,0
R17,2023-09-01,0.317,2.18,0.21,0.49,-0.98,0,0.24,447.2,95.2,0,0.57,0,0
R18,2023-09-01,0.385,10.54,1.03,0.284,0.26,0,0.75,352.0,93.2,0,0.0,0,0
R19,2023-09-01,0.414,9.55,-0.12,0.28,1.25,1,0.7,494.5,86.7,0,0.0,0,0
R20,2023-09-01,0.485,5.91,1.28,0.501,-2.07,0,1.24,207.7,90.8,0,0.29,0,0
R21,2023-09-01,0.383,2.66,-0.47,0.644,-0.13,2,0.99,421.0,94.8,0,0.28,3,0
R22,2023-09-01,0.201,9.53,0.77,0.28,0.62,0,0.85,285.7,93.3,0,0.38,0,0
R23,2023-09-01,0.369,8.2,-0.22,1.0,-0.26,1,0.51,460.6,92.6,0,0.12,0,0
R24,2023-09-01,0.465,13.89,-0.11,0.523,-1.8,1,0.24,357.1,88.1,0,0.0,0,0
R25,2023-09-01,0.252,6.54,0.75,0.783,2.45,2,0.0,138.1,84.7,0,0.18,1,0
R26,2023-09-01,0.251,3.3,-0.36,0.394,2.43,0,0.73,391.2,93.2,0,0.52,0,0
R27,2023-09-01,0.275,7.09,1.13,1.0,-0.82,3,0.7,59.5,94.9,0,0.0,2,1
R28,2023-09-01,0.413,12.99,2.01,-0.406,0.01,0,0.17,393.3,85.6,1,0.0,1,0
R29,2023-09-01,0.348,4.09,0.08,0.349,0.67,2,0.49,395.3,83.4,0,0.34,1,0
R30,2023-09-01,0.434,8.65,-0.3,0.279,1.2,0,0.0,407.7,83.4,0,0.08,0,0
R31,2023-09-01,0.204,10.97,-0.22,0.612,1.25,1,0.0,429.8,96.1,0,0.07,0,0
R32,2023-09-01,0.259,7.83,1.03,0.583,1.33,1,0.08,369.3,90.4,0,0.34,0,0
R33,2023-09-01,0.368,11.21,0.61,0.775,-1.44,0,0.83,425.7,87.5,0,0.12,1,0
R34,2023-09-01,0.442,1.88,0.33,0.189,-1.08,0,0.29,339.2,82.0,0,0.48,1,0
R35,2023-09-01,0.289,5.18,2.14,0.379,0.89,1,0.49,195.9,90.9,0,0.32,0,0
R36,2023-09-01,0.376,6.35,0.85,0.207,1.23,2,0.24,356.7,78.4,0,0.28,2,0
R37,2023-09-01,0.484,4.06,0.95,0.262,-0.09,0,0.46,164.9,84.9,0,0.29,0,0
R38,2023-09-01,0.5,7.78,0.12,0.127,1.18,1,0.12,254.7,94.5,0,0.01,0,0
R39,2023-09-01,0.315,9.91,0.25,-0.377,0.06,1,1.66,387.7,96.6,0,0.0,0,0
R40,2023-09-01,0.162,9.6,-0.21,0.067,0.39,0,0.0,370.1,93.6,0,0.34,2,0
R41,2023-09-01,0.504,7.71,-0.41,-0.035,-1.7,0,0.24,161.6,89.4,0,0.08,1,0
R42,2023-09-01,0.284,5.61,1.17,-0.04,-0.27,0,0.0,174.9,88.2,0,0.4,0,1
R43,2023-09-01,0.43,9.75,-0.67,-0.01,1.31,0,0.0,329.0,90.8,0,0.12,1,0
R44,2023-09-01,0.477,7.26,0.29,0.082,0.53,0,0.49,134.5,93.9,0,0.15,0,0
R45,2023-09-01,0.438,6.1,1.76,0.168,0.72,0,1.0,453.3,89.2,0,0.3,0,0
R46,2023-09-01,0.522,11.04,0.74,0.731,-0.81,2,0.7,189.4,97.8,0,0.0,2,0
R47,2023-09-01,0.346,4.76,-1.49,0.212,0.34,0,0.0,196.1,80.1,0,0.42,0,0
R48,2023-09-01,0.201,5.08,2.35,-0.147,0.61,0,0.0,137.8,94.8,0,0.59,1,0
R49,2023-09-01,0.227,7.87,0.18,0.383,-0.95,1,0.44,321.7,89.2,0,0.17,1,0
R50,2023-09-01,0.321,9.98,-0.39,0.625,-0.7,1,1.94,424.9,80.5,0,0.0,0,0
R1,2023-10-01,0.435,5.02,-0.37,-0.077,0.61,1,0.76,105.2,87.0,0,0.14,0,0
R2,2023-10-01,0.517,4.83,1.44,-0.307,-1.04,3,0.0,439.7,99.5,0,0.07,1,1
R3,2023-10-01,0.492,8.74,1.15,0.163,1.67,0,0.32,344.4,93.2,0,0.02,0,0
R4,2023-10-01,0.274,7.97,-0.07,0.76,0.86,0,0.0,444.1,95.9,0,0.2,0,0
R5,2023-10-01,0.328,7.19,2.0,0.8,-1.46,2,0.55,118.2,98.1,0,0.06,0,0
R6,2023-10-01,0.518,12.35,0.39,1.0,1.13,0,0.0,197.8,89.2,0,0.0,0,0
R7,2023-10-01,0.377,14.36,2.06,-0.867,-0.42,0,0.12,55.3,95.4,0,0.0,1,1
R8,2023-10-01,0.381,2.28,1.48,0.151,-0.39,0,0.0,226.2,98.1,0,0.59,0,0
R9,2023-10-01,0.408,12.27,-1.94,0.124,-0.32,0,1.37,278.3,94.5,0,0.06,0,0
R10,2023-10-01,0.341,10.65,-0.49,0.214,1.43,0,1.18,413.1,93.2,0,0.28,0,1
R11,2023-10-01,0.43,8.62,0.81,-0.593,-0.89,0,0.7,157.5,89.2,1,0.0,1,0
R12,2023-10-01,0.501,3.69,-0.35,0.2,0.55,0,0.0,466.3,89.1,0,0.25,0,0
R13,2023-10-01,0.423,7.0,1.45,0.826,0.35,0,0.23,405.3,95.5,0,0.29,0,0
R14,2023-10-01,0.29,4.14,0.75,0.263,-1.19,0,0.0,385.6,95.0,0,0.61,0,0
R15,2023-10-01,0.402,8.15,-0.49,0.648,0.94,0,0.0,300.3,89.1,0,0.0,0,0
R16,2023-10-01,0.477,9.51,0.12,-0.348,-0.4,2,0.41,466.3,86.8,0,0.03,0,1
R17,2023-10-01,0.342,4.6,3.42,0.384,-2.32,0,0.17,255.0,92.3,0,0.46,0,0
R18,2023-10-01,0.395,10.24,-0.71,0.293,-0.67,0,0.53,131.3,93.1,0,0.09,1,0
R19,2023-10-01,0.457,9.76,0.42,-0.203,-1.13,1,0.49,374.5,95.7,0,0.0,0,0
R20,2023-10-01,0.548,5.9,-1.09,-0.346,-0.12,0,0.87,158.3,89.1,0,0.02,0,0
R21,2023-10-01,0.413,4.08,2.02,-0.053,-1.08,0,0.69,411.7,87.5,0,0.47,0,0
R22,2023-10-01,0.251,9.78,-0.1,0.174,0.69,2,0.59,188.7,91.5,0,0.11,0,1
R23,2023-10-01,0.375,8.72,1.13,-0.014,1.16,0,0.36,155.9,91.3,0,0.22,0,1
R24,2023-10-01,0.47,15.02,0.93,0.566,-1.69,0,0.17,322.5,91.7,0,0.0,0,0
R25,2023-10-01,0.28,8.44,1.97,0.135,0.51,0,0.0,275.1,91.8,0,0.3,0,0
R26,2023-10-01,0.294,3.17,1.41,-0.021,-0.18,1,0.51,364.6,89.2,0,0.41,0,0
R27,2023-10-01,0.295,5.22,1.1,0.856,0.67,0,1.49,263.2,83.5,0,0.54,0,0
R28,2023-10-01,0.366,13.13,0.43,-0.229,1.11,0,0.12,204.9,98.1,0,0.0,0,0
R29,2023-10-01,0.38,6.36,-1.08,0.531,0.31,1,0.34,318.1,87.5,0,0.25,0,0
R30,2023-10-01,0.475,7.23,0.73,-0.11,2.67,0,0.0,394.5,89.4,1,0.0,1,0
R31,2023-10-01,0.226,13.2,2.08,-0.252,-0.47,2,0.0,405.2,81.0,0,0.0,0,0
R32,2023-10-01,0.198,9.58,2.04,0.096,-0.47,0,0.06,380.2,83.7,0,0.38,0,0
R33,2023-10-01,0.367,9.9,0.42,0.602,0.36,3,0.58,419.0,88.9,0,0.0,0,0
R34,2023-10-01,0.502,3.4,2.27,0.222,-0.11,0,0.2,164.9,93.3,0,0.21,0,0
R35,2023-10-01,0.281,3.61,1.73,0.652,-0.49,2,0.34,210.4,93.1,0,0.15,1,0
R36,2023-10-01,0.451,8.11,0.05,-0.321,-1.62,0,0.17,150.8,91.7,1,0.0,1,0
R37,2023-10-01,0.498,3.1,1.64,0.713,-1.28,0,0.32,122.5,93.8,0,0.25,0,0
R38,2023-10-01,0.474,8.87,1.25,0.696,-1.44,0,0.08,345.0,83.3,0,0.0,0,0
R39,2023-10-01,0.288,12.55,0.56,0.095,-1.41,1,1.16,123.8,92.8,0,0.11,0,1
R40,2023-10-01,0.247,8.07,2.35,0.174,0.21,1,0.0,172.4,105.2,0,0.02,0,0
R41,2023-10-01,0.488,9.07,0.28,0.196,-0.9,0,0.17,183.3,95.3,0,0.1,0,0
R42,2023-10-01,0.305,6.44,0.92,-0.817,-0.56,0,1.0,432.1,90.0,0,0.21,0,0
R43,2023-10-01,0.465,10.08,0.11,-0.267,-1.06,0,0.0,412.1,95.9,0,0.0,0,0
R44,2023-10-01,0.476,8.85,0.42,-0.329,-0.49,0,0.34,85.5,97.4,0,0.18,0,0
R45,2023-10-01,0.439,5.0,2.16,-0.086,-0.86,1,0.7,175.9,89.3,0,0.1,1,0
R46,2023-10-01,0.498,12.31,2.15,0.126,1.04,0,0.49,136.1,94.7,0,0.0,0,0
R47,2023-10-01,0.398,5.89,1.16,0.248,0.44,1,0.0,251.2,91.3,0,0.13,1,1
R48,2023-10-01,0.252,7.16,0.07,0.352,1.62,1,0.0,373.8,99.0,0,0.26,0,0
R49,2023-10-01,0.239,8.02,0.51,-0.262,-1.37,0,0.31,210.7,85.5,0,0.34,0,0
R50,2023-10-01,0.366,10.35,0.43,0.719,1.14,1,1.36,399.4,83.3,0,0.07,1,0
R1,2023-11-01,0.473,7.21,1.12,-1.0,-0.33,0,0.53,256.5,101.1,0,0.32,0,0
R2,2023-11-01,0.454,3.98,1.01,0.526,-0.43,0,1.0,180.2,94.6,0,0.41,0,0
